PCOD;PDIVISAO;PPRINCFORN;PREF;PMARCAMODE;PDESC;PUNIDADE;PVLUVEN3;PVLUVENDA;SALDO
4753;"9999";0;"XML";"XML";"LOCTITE SUPER LUB LB8608 AE 300ML / UN";"UN";12.00;18.000;1.000
4755;"9999";0;"XML";"XML";"COXIM DO CAMBIO (TRASEIRO) PALIO/SIENA/STRADA 1.0/";"PC";90.00;135.000;1.000
4757;"9999";0;"XML";"XML";"AMORTECEDOR TRASEIRO STRADA 98/12 (NAKATA)";"UN";240.00;360.000;2.000
4758;"9999";0;"XML";"XML";"CILINDRO RODA STRADA/FIORINO/WEEK (TRW)";"UN";50.00;75.000;2.000
4761;"9999";0;"XML";"XML";"TAMBOR FREIO STRADA/DOBLO/PALIO W/IDEA (H.FREIO)";"UN";125.00;187.500;2.000
4770;"0307";106;"";"";"PORTA DE SHAFT  1,76 X 67 X 7";"UNID";39.43;100.000;1.000
4785;"0112";0;"XML";"XML";"PORCA SEXT.MA 16MM ZB";"UNID";1.35;2.025;2.000
4787;"0316";106;"";"";"PORTA P/ ABRIGO DE HIDRO 0,90X60";"UNID";78.53;350.780;0
4792;"9999";0;"XML";"XML";"FECH.STAM PORTA CORRER 940 ESP.INOX (G)";"UN";40.22;60.330;1.000
4793;"0106";5;"XML";"XML";"PARAF.PHILLIPS CAB.PAN.4.8 X 45";"UNI";1.90;2.850;8.000
4805;"0307";106;"";"";"PORTA DE SHAFT 39,5 x 90";"UNID";48.40;131.610;0
4806;"0307";106;"";"";"PORTA DE SHAFT 31,5 x 93";"UNID";38.05;105.290;0
4811;"9999";0;"XML";"XML";"BOMBA SUBMERSA 3'TIPO CANETA 0,50HP 220V";"PC";667.42;1001.130;1.000
4825;"0316";106;"";"";"TAMPA DE ATER SEXT S/ FORRA 25CM";"UNID";24.91;75.000;1.000
4829;"9999";0;"XML";"XML";"PARAF.SEXT.MA 18X100 8.8 CISER";"CT";1265.50;1898.250;0.040
4833;"0225";22;"";"";"BROCA ACO RAP 25.50MM";"UNID";152.00;250.000;1.000
4834;"0540";1071;"";"";"DISPOSITIVO DE PROTEÇÃO CONTRA SURTOS";"";75.00;100.000;2.000
4835;"0419";2;"XML";"XML";"LENTE RET VERDE 108X51 TON-12 VONDER";"PC";1.23;2.475;44.000
4838;"0112";87;"XML";"XML";"GAXETA PNEUM. 25,00X35,00X11,20 EU25 PU AG25";"UNIDAD";12.00;18.000;2.000
4839;"0112";88;"XML";"XML";"RETENTOR 25X35X7 01543BRG 6710.0 SAV/DBH";"UNIDAD";13.60;60.000;3.000
4840;"0112";62;"XML";"XML";"BITS QUADRADO 3/8 X 3";"PC";9.47;14.205;1.000
4844;"9999";0;"XML";"XML";"CHAVE FIM DE CURSO D4MC-5040 NA/NF CCA";"UN";35.57;52.500;5.000
4845;"9999";0;"XML";"XML";"UNIGRAX CA 2 CHASSIS 1X170KG";"KG";22.00;30.000;4.000
4846;"0106";2;"XML";"XML";"PARAF.SEXT.ROSCA SOBERBA 1/4X65";"UN";1.00;1.500;10.000
4849;"9999";0;"XML";"XML";"NOBREAK 1200VA/600W APC BACK-UPS BIVOLT 115V PRETO";"UND";970.00;1455.000;1.000
4851;"0124";16;"XML";"XML";"BARRA CHATA 1.1/2 X 5/16";"KG";9.29;14.895;28.720
4856;"9999";0;"XML";"XML";"ROLAMENTO RODA DIANTEIRA PALIO 1.8 S/ABS";"PC";80.00;120.000;1.000
4860;"9999";0;"XML";"XML";"TRINCHA 313 1/2' ROMA";"UND";9.66;14.490;1.000
4861;"9999";0;"XML";"XML";"BUCHA NYLON N-08";"UNID";0.10;0.153;10.000
4862;"9999";0;"XML";"XML";"P. CHIPBOARD CH. 5.0 X 50 FE. BC";"UNID";0.25;0.380;10.000
4863;"9999";0;"XML";"XML";"CURVA PVC 90 SOLD. 20MM KRONA";"UND";2.55;3.825;2.000
4864;"9999";0;"XML";"XML";"CURVA PVC 90 CURTA ESGOTO 100 MM KRONA";"UND";28.28;42.420;1.000
4868;"0150";18;"XML";"XML";"TELHA ALUZINC.TRAP 0.43 X 1.07X4,5";"KG";12.11;59.985;22.500
4870;"0307";2;"";"";"ESCORA METALICA 31O SEM CANECA";"PC";87.66;143.700;0
4871;"9999";0;"XML";"XML";"MDF FLORAPLAC MILANO 15MM 2FC 2,75 X 1,83";"CH";374.68;562.020;1.000
4872;"9999";0;"XML";"XML";"LIXA DESLOCAMENTO IMEDIATO 24H";"UND";3.55;5.325;6.000
4874;"9999";0;"XML";"XML";"FITA DE BORDO FLORAPLAC SAVANNA 22MM ROLO C/ 20MTS";"UND";35.02;52.530;1.000
4876;"9999";0;"XML";"XML";"CORREIA A 82 REXON";"UN";34.71;52.020;3.000
4888;"0307";49;"";"";"PORTA DE SHAFT 32 X 93";"UNID";38.29;108.520;0
4889;"0307";49;"";"";"PORTA DE SHAFT 33 X 94";"UNID";40.96;111.070;0
4900;"0316";106;"";"";"TAMPA P/CX GORDURA 85 X 50 CM";"UNID";81.40;340.000;1.000
4901;"0316";106;"";"";"TAMPA P/CX GORDURA 45 X 45 CM";"UNID";44.23;131.830;0
4904;"9999";0;"XML";"XML";"FECH. PORTAO SOBREPOR PT 921 SILVANA";"UN";72.33;75.000;3.000
4907;"0101";89;"XML";"XML";"TORNO BANCADA NR8 FIXO NODULAR";"PC";476.28;714.420;1.000
4908;"9999";0;"XML";"XML";"MR-3202 CURVADOR UNIVERSAL";"PC";2620.69;3931.035;1.000
4909;"9999";0;"XML";"XML";"MR-3202.003 GABARITO MATRIZ N.3";"PC";159.42;239.130;1.000
4910;"9999";0;"XML";"XML";"MR-3202.006 GABARITO MATRIZ N.6";"PC";71.73;107.595;1.000
4911;"9999";0;"XML";"XML";"MR-3202.007 GABARITO MATRIZ N.7";"PC";71.73;107.595;1.000
4920;"9999";0;"XML";"XML";"ROLAMENTO RIGIDO DE ESFERAS 6208 ZZ/C3 - TIMKEN";"UN";63.00;94.500;1.000
4921;"9999";0;"XML";"XML";"ROLAMENTO RIGIDO DE ESFERAS 6309 ZZ/C3 - TIMKEN";"UN";102.00;153.000;1.000
4931;"0307";49;"";"";"PORTA DE SHAFT 31,5 x 94";"UNID";38.56;105.290;0
4946;"9999";0;"XML";"XML";"TAMPA RESERVATORIO DE AGUA";"UN";35.00;52.500;1.000
4958;"0226";0;"XML";"XML";"MOTOR  0,5CV4PMONO127/220ABE.NOVA";"UN";662.20;938.325;4.000
4959;"9999";0;"XML";"XML";"ALMOTOLIA BICO FIXO 285G RINO";"UN";25.54;38.310;1.000
4960;"9999";0;"XML";"XML";"ALMOTOLIA BICO FLEX 250ML BRAFT";"UN";17.96;26.940;2.000
4961;"9999";0;"XML";"XML";"PARAFUSO SEXT.ZI5/16X11/2 JOMAC200";"CX";82.82;124.230;1.000
4972;"9999";0;"XML";"XML";"CAIXA DA ENGRENAGEM GA4530";"PC";69.81;104.715;1.000
4982;"9999";0;"XML";"XML";"INT P ALARME/CENT MONIT ALARME MOD ETH ME-05 WB";"UND";106.00;203.280;1.000
4995;"";0;"";"";"PORTA SHAFT P/ ELETRICA 48 X 46";"";0.00;140.000;0
5004;"0225";15;"XML";"XML";"BROCA ACO RAP 16.00MM";"UN";104.03;156.045;1.000
5005;"9999";0;"XML";"XML";"SPRAY CHEMICOLOR U.GERAL VERMELHO 400ML 00";"UN";20.10;30.150;1.000
5006;"9999";0;"XML";"XML";"BOMBA DE TRANSF.C/ALAVANCA - WORKER KALA";"UN";309.56;464.340;1.000
5008;"0545";91;"XML";"XML";"KIT FOTOVOLTAICO COM 21,20 KWP DE POTÃªNCIA COM 53";"UN";72300.00;108450.000;1.000
5009;"0138";35;"XML";"XML";"BARRA LAMINADA DE 1 C/600";"KG";16.42;25.800;189.800
5025;"9999";0;"XML";"XML";"PORCA SEXT.MA 20MM ZINC CISER";"CT";259.00;388.500;0.020
5026;"9999";0;"XML";"XML";"PUNCAO CONF.DES. P-1918 MED.2000X150X56 R-0,8X76Âº";"PC";12500.00;18750.000;1.000
5030;"9999";0;"XML";"XML";"PUXADOR DE ALUMINIO C/ 140MM PRETO";"PC";15.00;22.500;2.000
5031;"0121";2;"";"";"PERFIL ENRIJ. 127X25X17X2.70 GALV";"KG";10.29;25.000;2627.000
5035;"0317";53;"";"";"VIGA METALICA V13 X 3.50 GALV";"PC";246.37;515.700;0
5036;"0317";106;"";"";"VIGA METALICA V13 X 2.50 GALV";"PC";176.95;370.840;8.000
5037;"0317";106;"";"";"VIGA METALICA V13 X 2.00 GALV";"PC";141.70;297.900;35.000
5041;"0307";106;"";"";"FORCADO SIMPLES P/ TORRE";"PC";55.75;109.950;0
5042;"0307";106;"";"";"FORCADO DUPLO P/ TORRE";"PC";58.90;116.010;0
5043;"0307";49;"";"";"PORTA DE SHAFT 32 x 104";"UNID";41.48;116.240;0
5045;"0419";33;"XML";"XML";"BOTA BID. NR 42 COURO";"PR";55.00;82.500;1.000
5048;"0106";81;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED. 3/16 X 1.1/4";"CT";25.33;37.995;0.030
5050;"0307";49;"";"";"PORTA DE SHAFT 98,5 X 35,5 (CAGEPA)";"UNID";98.30;270.000;4.000
5052;"9999";0;"XML";"XML";"ESCOVA DE ACO CIRCULAR D.150 AC INEBRAS";"UN";41.92;62.880;3.000
5055;"9999";0;"XML";"XML";"CORREIA B 96 REXON";"PC";34.00;51.000;2.000
5056;"0419";62;"XML";"XML";"BOTINA BI C/ELA C/B 42";"PC";44.01;66.015;1.000
5057;"9999";0;"XML";"XML";"ZARCOFER MET. FERROSOS IQUINE 3,6LT LJ";"UN";125.00;147.000;4.000
5058;"9999";0;"XML";"XML";"FUNDO P/GALV. 900ML BR FOSCO IQUINE";"ML";50.00;67.500;1.800
5070;"9999";0;"XML";"XML";"MOTOR 03CV II TRIF 220/380/440V 3470RPM BLINDADO -";"UN";880.00;1320.000;1.000
5071;"9999";0;"XML";"XML";"ACIDO MURIATICO 1LT QUIMEB";"UN";5.93;9.000;2.000
5072;"9999";0;"XML";"XML";"PAPEL KRAFT 1,00MX25M SALVABRAS";"RL";60.35;90.525;1.000
5078;"9999";0;"XML";"XML";"REBITE BATER CABECA CHATA 1/4X1'   POLIDO";"PC";0.40;0.600;1350.000
5081;"9999";0;"XML";"XML";"ESTANTE C/CX BOX7 28DIV150X95 AZUL";"UN";727.45;1091.175;1.000
5082;"9999";0;"XML";"XML";"VARA PESCA MOLINETE 1.80MTS 2PTS";"UN";84.07;126.060;2.000
5083;"9999";0;"XML";"XML";"MOLINETE ELITE 2000 3ROL. M.SPORTS";"UN";73.78;110.670;1.000
5084;"9999";0;"XML";"XML";"LIXA DAGUA GR-280 - 3M / UN";"UN";2.25;3.375;5.000
5086;"0106";57;"XML";"XML";"PARAF.ALLEN CAB.CHATA M-06X08";"PC";0.23;0.345;137.000
5087;"9999";0;"XML";"XML";"CARTUCHO VAPORES ORGANICOS 6001 - 3M";"UN";59.00;88.500;2.000
5090;"9999";0;"XML";"XML";"REBITE DE FERRO RED 3/16 X 5/8 (UN:0.2)";"KG";31.90;47.850;0.500
5091;"9999";0;"XML";"XML";"MAKITA TAMPA DA ESC DE CARVAO XSE 120 1XSE169";"UN";2.00;3.090;8.000
5092;"9999";0;"XML";"XML";"ANEL 2 1/2 SCHULZ 700/900 (NN7177) 4 CANALETAS";"PC";126.00;189.000;1.000
5093;"9999";0;"XML";"XML";"BIELA COMPLETA WAYNE W700";"PC";257.00;385.500;2.000
5094;"9999";0;"XML";"XML";"VIRABREQUIM W700 TRAVA ELASTICA COM PORCA NA PONTA";"PC";259.00;388.500;1.000
5095;"0159";53;"XML";"XML";"ANEL ELASTICO 502047";"PC";1.50;2.250;19.000
5096;"0157";37;"XML";"XML";"ROLAMENTO PILLOW BLOCK UC 205 25MM - ARKO";"UN";25.00;37.500;5.000
5112;"0220";92;"XML";"XML";"SERRA CIRCULAR 7,1/4 180MM 36D";"UN";74.90;112.350;1.000
5113;"9999";0;"XML";"XML";"CURVA 90 ELETRODUTO CURTA ROSC 3/4";"UN";1.99;2.985;8.000
5114;"9999";0;"XML";"XML";"LUVA ELETRODUTO ROSC 3/4 AMANCO - 7897795081696";"UN";1.29;1.935;8.000
5115;"9999";0;"XML";"XML";"ABRAC TIPO D 3/4 TRAMONTINA - 7891435011609";"UN";4.09;6.135;15.000
5116;"9999";0;"XML";"XML";"BOTOEIRA BX1 - 1 FURO 22MM CCA";"UN";24.15;24.465;6.000
5117;"9999";0;"XML";"XML";"BOTAO SOCO XA2ES542 22MM EMERG. GIRA P/DESTRAVAR S";"UN";22.80;38.955;6.000
5118;"9999";0;"XML";"XML";"SECADOR BRAKEY DE MAOS PLAST. ABS - 220V";"UND";664.96;997.440;1.000
5119;"0409";0;"XML";"XML";"CAIXA DE PASSAGEM SOB.PS 150X150X68 CEMA";"UN";30.50;45.750;2.000
5120;"9999";0;"XML";"XML";"RELE LRE21 REGULAGEM 12/18A SCHNEIDER";"UN";125.80;188.700;2.000
5122;"0409";93;"XML";"XML";"CAIXA DE PASSAGEM PVC SOB 120X120X75";"UN";41.57;62.355;2.000
5123;"9999";0;"XML";"XML";"CENTRAL AGILITY POP CONNECT BIVOLT 50HZ / 60HZ (AV";"UND";80.10;120.150;1.000
5124;"9999";0;"XML";"XML";"CONTROLE REMOTO DIG RF OPEN TECH PT-10 - ORD: 1378";"UND";18.00;31.305;7.000
5125;"9999";0;"XML";"XML";"CORREIA";"UN";60.00;90.000;1.000
5126;"9999";0;"XML";"XML";"DISJUNTOR TR3KA TRIF 20A CURVA C TRAMONT";"UN";44.00;66.000;2.000
5128;"9999";0;"XML";"XML";"LUKMA TRILHO ACO P/ MONTAGEM 1MT--";"UN";28.10;42.150;1.000
5129;"0316";106;"";"";"SUB TAMPA 46X56";"UNID";50.44;147.760;0
5133;"0316";0;"";"";"TAMPA P/CX DE GORDURA 40 X 30";"UNID";140.00;150.000;1.000
5147;"9999";0;"XML";"XML";"PINO FEMEA 2P+T 20A BR TMD2-3 MARGIRIUS";"UN";6.66;9.990;4.000
5148;"9999";0;"XML";"XML";"ACOP. ACS-3256 32A 2P+T 220/240V SOPRANO";"UN";57.87;86.805;2.000
5158;"9999";0;"XML";"XML";"ABRACADEIRA AJUST.MICRO 19X27 SUPRENS";"UN";1.60;2.400;4.000
5161;"0307";49;"";"";"PECA PROJETADA";"UNID";11.37;28.670;0
5164;"0307";49;"";"";"BASE 20 x 24";"UNID";34.44;80.660;0
5169;"9999";0;"XML";"XML";"CENTRAL WAVE 250POS";"UND";150.00;225.000;1.000
5171;"9999";0;"XML";"XML";"POLIA FERRO A2  70MM";"PC";55.00;72.000;3.000
5172;"0132";5;"";"";"TUBO IND. RED. GALV. 5/8 CH-18";"KG";12.27;24.000;24.930
5174;"9999";0;"XML";"XML";"ELETRODO DENVER 1/8 3,25MM E6013 (UN:10)";"KG";19.81;29.715;10.000
5176;"0225";15;"XML";"XML";"BROCA AR PONTA TITANIO 1/2''";"UN";72.90;109.350;7.000
5187;"9999";0;"XML";"XML";"PINCA 1/4 P/RETIFICADEIRA MAKITA";"UN";16.89;25.335;1.000
5189;"9999";0;"XML";"XML";"ROLAMENTO  629-2RS CTK";"UN";8.05;12.075;1.000
5206;"9999";0;"XML";"XML";"RODA PG 50 X 150 G- 60 4.500RPM";"UN";53.00;79.500;1.000
5207;"9999";0;"XML";"XML";"KIT REFIL DE TINTA EPSON";"UND";68.89;322.500;3.000
5208;"9999";0;"XML";"XML";"IMPRESSORA EPSON L3250 ECOTANK MULTIFUNCIONAL WI-F";"UND";1199.00;2083.500;2.000
5209;"9999";0;"XML";"XML";"DISCO FLAP 7' GR-040 CORTAG";"UN";15.00;22.500;1.000
5210;"9999";0;"XML";"XML";"GRAUTH 25KG DENVER";"SC";36.57;54.855;1.000
5211;"9999";0;"XML";"XML";"BITS ALLEN 4MM (UNIDADE) H4 MAKITA";"UN";9.64;14.460;4.000
5212;"9999";0;"XML";"XML";"ADAPTADOR P/BITS MAGNETICO 1/4 HT";"UN";42.46;63.690;2.000
5213;"9999";0;"XML";"XML";"LIMA ROTATIVA CILINDRICA 12X19X6X65MM ROCAST";"UN";121.54;182.310;1.000
5214;"9999";0;"XML";"XML";"FRESA P/TUPIA RASGO EM V 1/2 X 1/4 ROCAST";"UND";26.59;39.885;1.000
5215;"9999";0;"XML";"XML";"OLEO DE CORTE QUIMATIC N1 1/2 LT";"PC";69.00;103.500;1.000
5216;"0410";0;"XML";"XML";"BARRA DE COBRE RED  30 1/2 MT1.127";"KG";185.98;278.970;0.538
5217;"9999";0;"XML";"XML";"PORTA SANF. 84CM PERFILPLAST BR.C/ KIT";"UN";125.00;187.500;1.000
5218;"9999";0;"XML";"XML";"BROCA 06,50MM A114 DORMER / UN";"UN";13.00;19.500;2.000
5219;"9999";0;"XML";"XML";"MANG. PT-300 1/2'' HIDRO-AR IBIRA";"MT";8.50;12.750;8.000
5220;"0106";0;"XML";"XML";"PARAF.ALLEN CAB.CHATA M-06X12";"PC";0.00;0.397;55.000
5222;"9999";0;"XML";"XML";"LAMP. 09W TUBULAR LED 6500K BR. T8 AVANT";"UN";13.10;19.650;1.000
5223;"9999";0;"XML";"XML";"HD SSD M.2 2280 1TB NV1 PCI-E NVME KINGSTON SNVS/1";"UND";674.09;1011.135;1.000
5224;"9999";0;"XML";"XML";"MEMORIA 16GB DDR4 2666MHZ KTROK KT-MC16GD42666DT";"UND";433.00;649.500;2.000
5225;"9999";0;"XML";"XML";"PROCESSADOR INTEL CORE I7-10700 10 GERACAO 2.9GHZ";"UND";2506.39;3759.585;1.000
5226;"9999";0;"XML";"XML";"PLACA MAE GIGABYTE H510M H M.2 10 /11 GEN LGA1200";"UND";674.09;1011.135;1.000
5227;"9999";0;"XML";"XML";"FONTE ATX 500W REAL AKASA POWER PYTHON 80 PLUS PFC";"UND";442.65;663.975;1.000
5228;"9999";0;"XML";"XML";"GABINETE ATX 2 BAIAS GAMER WARRIOR HAIDA GA187 PRE";"UND";249.78;374.670;1.000
5230;"9999";0;"XML";"XML";"FIT CORPO REPARO PARA PUXADORES";"PC";23.40;35.100;100.000
5231;"9999";0;"XML";"XML";"VENTUINHA 200 X 200 X 60 220V 21011 # #";"UN";378.00;567.000;1.000
5232;"9999";0;"XML";"XML";"SWITCH 16 PORTAS TP-LINK TL-SG1016D GIGABIT 10/100";"UND";758.61;1137.915;1.000
5234;"9999";0;"XML";"XML";"TRAVA DE AJUSTE 5/8 ACRT";"PC";8.67;13.005;300.000
5251;"9999";0;"XML";"XML";"CAT ESMERILHADEIRA ANGULAR 180 MM";"UN";609.11;913.665;1.000
5252;"9999";0;"XML";"XML";"REBOLO DE ESMERIL RETO 6X3/4 G-120 VIDEA ALCAR 295";"UN";65.89;98.835;1.000
5253;"9999";0;"XML";"XML";"GESSO NOSSA MASSA 1KG";"UND";2.76;4.215;3.000
5254;"9999";0;"XML";"XML";"GARFO AT400/23 RL 23CM GAI S/ ROSCA ATLAS";"UND";10.63;15.945;1.000
5255;"9999";0;"XML";"XML";"TERMINAL DIRECAO PALIO/SIENA/STRADA L.E FINA (DRIV";"UN";65.00;97.500;1.000
5256;"9999";0;"XML";"XML";"TERMINAL DIRECAO PALIO/SIENA/STRADA L.D FINA (DRIV";"UN";60.00;90.000;1.000
5257;"9999";0;"XML";"XML";"JUNTA HOMOCINETICA PALIO/STRADA 22X22 (MONROE)";"UN";30.00;240.000;2.000
5258;"9999";0;"XML";"XML";"CUBO TRASEIRO PALIO/STRADA/FIORINO (NAKATA)";"UN";150.00;225.000;2.000
5259;"9999";0;"XML";"XML";"CAIXA DIRECAO PALIO/SIENA/STRADA (AMPRI)";"UN";700.00;1050.000;1.000
5260;"9999";0;"XML";"XML";"BANDEJA SUSPENSAO PALIO/SIENA/STRADA L.E (YIMING)";"UN";250.00;375.000;1.000
5261;"9999";0;"XML";"XML";"BANDEJA SUSPENSAO PALIO/SIENA/STRADA L.D (YIMING)";"UN";250.00;375.000;1.000
5266;"9999";0;"XML";"XML";"RETENTOR 28,00X40,00X7,00";"UNIDAD";14.00;21.000;2.000
5276;"0316";106;"";"";"TAMPA P/CX GORDURA 45 X 65 CM";"UNID";42.77;113.000;0
5277;"0316";106;"";"";"TAMPA P/CX GORDURA 45 X 55 CM";"UNID";47.80;136.990;0
5285;"1400";106;"";"";"SERVICO DE CONFECCAO DE ESCORA 310";"SV";273.66;20.000;643.000
5286;"0307";106;"";"";"PORTA DE SHAFT 52 X 48";"UNID";49.18;105.000;1.000
5292;"9999";0;"XML";"XML";"GARRA NEGATIVA";"UN";20.26;30.390;2.000
5293;"0307";49;"";"";"PECA PROJETADA MT";"UNID";2.91;10.000;0
5294;"0318";53;"";"";"FORMA PINGADEIRA UMA AGUA 100X25";"UNID";95.44;350.000;0
5296;"9999";0;"XML";"XML";"SIFAO DUPLO BR. 110CM 030213 BLUKIT";"UN";23.17;34.755;1.000
5297;"9999";0;"XML";"XML";"IQUINE DIATEX ACRIL. 3,6LT MARFIM";"UN";43.30;64.950;1.000
5299;"9999";0;"XML";"XML";"REBITE AL 516 C/1000 REBIPAR";"UN";0.13;0.200;200.000
5302;"9999";0;"XML";"XML";"PRESSOSTATOAUTOM 135175 4 VIAS";"UN";94.00;141.000;1.000
5306;"9999";0;"XML";"XML";"SOLUCAO ARREF ORGANICA WURTH  ROSA 500ML";"UNID";18.00;27.000;1.000
5307;"0550";0;"XML";"XML";"PUNCAO MA 35 DIAM. 08,0MM C/ WHISP";"PC";477.00;715.500;1.000
5308;"0550";0;"XML";"XML";"MATRIZ MA35 DIAM. 08,0 MM #3/16'";"PC";442.80;664.200;1.000
5309;"0550";0;"XML";"XML";"PUNCAO MA 35 FORM. OBL. 11,5X35 C/WH";"PC";1015.20;1522.800;1.000
5310;"0550";0;"XML";"XML";"MATRIZ MA35 OBL. 10X25,0 # 3/16-1/4'";"PC";711.00;1066.500;1.000
5311;"0550";0;"XML";"XML";"PUNCAO MA 35 FORM. OBL. 10X25 C/ WH";"PC";1015.20;1522.800;1.000
5312;"0550";0;"XML";"XML";"MATRIZ MA35 OBL. 11,5X35,00  #3/16'";"PC";711.00;1066.500;1.000
5313;"9999";0;"XML";"XML";"ANEL DE RETENCAO (ELASTICO) MA - DIN 6799 RS-9.0 (";"UN";2.70;4.050;10.000
5314;"9999";0;"XML";"XML";"ESM.DIALINE SEC.RAP. 3,6LT AZ FRANCA";"UN";112.17;168.255;2.000
5324;"9999";0;"XML";"XML";"ABRACADEIRA AJUST.MS 105X117 MANGOTE SUPRENS";"UN";33.01;49.515;1.000
5325;"0106";0;"XML";"XML";"PARAF.SEXT.UNC ZINC 5/8X6 CISER";"UNIDC";1253.50;1880.250;4.000
5326;"0106";0;"XML";"XML";"PARAF.ALLEN CAB.CILIND.10X 25 CISER";"UNID";167.63;251.445;8.000
5327;"9999";0;"XML";"XML";"CUBA DE APOIO QUAD.CELITE 41X41CM BR";"UN";411.43;617.145;4.000
5328;"9999";0;"XML";"XML";"RELE DE TEMPO MOD:01-03-MC24-240VCA/VCC (MUITI-ESC";"UND";107.10;160.650;1.000
5330;"0125";13;"XML";"XML";"CHAPA PRETA (8.00) 5/16 (3X1.20)";"KG";7.40;11.100;230.400
5331;"9999";0;"XML";"XML";"ACAB.P/BASE DOCOL 1/2' A 1' N.PERTUTI";"UN";28.00;42.000;11.000
5340;"9999";0;"XML";"XML";"AR COND 12000 BTU/H FRIO INV XTREME SPRINGER MIDEA";"CJ";2499.90;3749.850;1.000
5344;"0329";106;"";"";"QUADRO DE COMANDO 120 X 60 X 25";"UNID";371.67;1107.800;0
5347;"0307";49;"";"";"PORTA DE SHAFT 37 X 104";"UNID";44.99;138.920;0
5353;"9999";0;"XML";"XML";"LAMPADA LED HO 40W # #";"UN";92.90;139.350;1.000
5359;"0316";106;"";"";"TAMPA P/CX GORDURA 65 X 29";"UNID";72.20;150.000;1.000
5363;"0552";54;"XML";"XML";"MOTOESMERIL 300W MONO 220V 9110255-0 SCH";"UND";180.90;271.350;1.000
5365;"9999";0;"XML";"XML";"ESPATULA DE ACO CARBONO 6CM -175/6 ATLAS / UN";"UN";12.00;18.000;1.000
5366;"9999";0;"XML";"XML";"ESPATULA DE ACO CARBONO 4CM 175/4 - ATLAS / UN";"UN";10.50;15.750;1.000
5367;"9999";0;"XML";"XML";"LUBRIFICANTE SPRAY";"UN";8.18;12.270;2.000
5368;"9999";0;"XML";"XML";"LUVA TRICOT. POLIESTER C/BANHO NITRILICO";"UN";4.57;6.855;24.000
5369;"9999";0;"XML";"XML";"ESCOVA DE ACO TRANCADO TIPO COPO C/ROSCA";"UN";21.34;32.010;2.000
5370;"9999";0;"XML";"XML";"BROCA HP-M";"UN";12.85;19.275;10.000
5371;"0106";0;"XML";"XML";"]PARAF.FENDA MAQ.CAB.RED.5/16X5/8";"UNID";0.45;0.960;113.000
5392;"0122";16;"";"";"BARRA RED.MEC. 11,5";"KG";9.00;19.004;732.355
5393;"9999";0;"XML";"XML";"CONECTOR MACHO CAT.5CAT RJ 45";"UND";0.70;1.050;10.000
5394;"9999";0;"XML";"XML";"CABO MULTILAN AZUL CAT5 4X24";"MT";2.50;3.750;70.000
5395;"0128";18;"XML";"XML";"TUBO IND. PT QUAD. 16 X 16 CH 20";"KG";11.29;16.935;57.040
5396;"9999";0;"XML";"XML";"PORCA P/DISCO BORRACHA LUB-503 FLANGE GPO POLITRIZ";"UN";21.27;31.905;1.000
5397;"9999";0;"XML";"XML";"DISCO BORRACHA 4.1/2^ REF.55343 P/ESMERIL MAX NP";"UN";16.80;25.200;1.000
5398;"9999";0;"XML";"XML";"DISCO DE LIXA FERRO 4.1/2 G-120 NORTON";"UN";4.58;6.870;3.000
5399;"9999";0;"XML";"XML";"DISCO DE LIXA FERRO 4.1/2 G- 60 NORTON";"UN";4.78;7.170;1.000
5400;"9999";0;"XML";"XML";"MASSA PLASTICA CINZA 400G IBERE";"UN";17.47;26.205;2.000
5406;"9999";0;"XML";"XML";"REPARO BLACK V-1 40MM CX 100";"PC";0.55;0.825;20.000
5407;"9999";0;"XML";"XML";"GUARN ESP PRETA 8 X 10";"M";5.50;8.250;25.000
5409;"0316";106;"";"";"TAMPA P/CX GORDURA 100 X 100 CM";"UNID";640.96;550.000;1.000
5410;"9999";0;"XML";"XML";"CARENAGEM CHUMBO KDZ";"UND";20.00;30.000;1.000
5411;"9999";0;"XML";"XML";"TX NEW GAREN PRETO";"UND";19.90;29.850;1.000
5412;"9999";0;"XML";"XML";"TAMPA DA BASE DA CENTRAL SMART";"UND";10.00;15.000;1.000
5413;"9999";0;"XML";"XML";"TX CAR MAIS FUME GMAX";"UND";22.00;33.000;1.000
5417;"9999";0;"XML";"XML";"CAIXA CORREIO ALUMI. MURO PRATA";"UN";45.15;67.725;1.000
5418;"9999";0;"XML";"XML";"BOTINA ELAST.C/B BID.VULCAFLEX  43";"PR";64.36;96.540;1.000
5419;"9999";0;"XML";"XML";"SILENCIADOR TAMPAO 1/4 BRONZE";"PC";12.00;18.000;1.000
5420;"0101";85;"XML";"XML";"TUBO IND. PT QUAD. 60 X 60 CH 14";"KG";7.46;11.190;548.000
5423;"0125";0;"XML";"XML";"CHAPA PRETA (12,5) 1/2 (3X120)";"KG";7.29;10.935;360.000
5424;"9999";0;"XML";"XML";"TINTA EM PO PRETO BRILHANTE";"KG";24.10;36.149;50.000
5425;"9999";0;"XML";"XML";"TINTA EM PO LARANJA BRILHANTE";"KG";23.82;35.731;45.000
5427;"9999";0;"XML";"XML";"IQUINE DIATEX ACRIL. 3,6LT BCO NEVE";"UN";75.96;113.940;3.000
5428;"9999";0;"XML";"XML";"LIXA MASSA E MADEIRA G-120 A257 NORTON";"UN";0.72;1.260;5.000
